name,key,kind,parentKey,country,region,domesticOrIntl,isSystem,isActive,description,latitude,longitude,openingHours,durationMin,bestTime,entryFee,suitabilityTags,googleMapsUrl,iataCode,icaoCode,stationCode,officialName,shortName,sourceUrl
Raza Library,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district/rampur/raza-library,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district/rampur,India,,domestic,true,true,"Major repository of manuscripts, miniature paintings and rare books.",,,,120,,,library|museum,,,,,,,https://www.uptourism.gov.in/
Rampur Fort,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district/rampur/rampur-fort,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district/rampur,India,,domestic,true,true,Historic fort and royal precinct.,,,,90,,,fort|heritage,,,,,,,https://www.uptourism.gov.in/
Kothi Khas Bagh,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district/rampur/kothi-khas-bagh,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district/rampur,India,,domestic,true,true,Royal palace complex.,,,,75,,,palace|heritage,,,,,,,https://www.uptourism.gov.in/
Amroha,india/north-india/uttar-pradesh/western-uttar-pradesh/amroha-district/amroha,city,india/north-india/uttar-pradesh/western-uttar-pradesh/amroha-district,India,,domestic,true,true,"Historic town known for dargahs, mangoes and musical instruments.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Dargah Shah Vilayat,india/north-india/uttar-pradesh/western-uttar-pradesh/amroha-district/amroha/dargah-shah-vilayat,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/amroha-district/amroha,India,,domestic,true,true,Historic Sufi shrine.,,,,75,,,dargah|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Amroha Dholak Craft Cluster,india/north-india/uttar-pradesh/western-uttar-pradesh/amroha-district/amroha/amroha-dholak-craft-cluster,landmark,india/north-india/uttar-pradesh/western-uttar-pradesh/amroha-district/amroha,India,,domestic,true,true,Traditional percussion-instrument workshops.,,,,120,,,craft|music,,,,,,,https://www.uptourism.gov.in/
Bareilly,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly,city,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district,India,,domestic,true,true,"Rohilkhand city known for shrines, markets and zari craft.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Ala Hazrat Dargah,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly/ala-hazrat-dargah,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly,India,,domestic,true,true,Major Sunni Muslim pilgrimage shrine.,,,,90,,,dargah|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Trivati Nath Temple,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly/trivati-nath-temple,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly,India,,domestic,true,true,Historic Shiva temple.,,,,90,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Bareilly Zari Zardozi Cluster,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly/bareilly-zari-zardozi-cluster,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly,India,,domestic,true,true,Traditional embroidery workshops.,,,,90,,,craft|textile,,,,,,,https://www.uptourism.gov.in/
Fun City Bareilly,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly/fun-city-bareilly,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly,India,,domestic,true,true,Amusement and water park.,,,,90,,,amusement|family,,,,,,,https://www.uptourism.gov.in/
Pilibhit,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district/pilibhit,city,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district,India,,domestic,true,true,Terai town and gateway to tiger reserve and wetlands.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Pilibhit Tiger Reserve,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district/pilibhit/pilibhit-tiger-reserve,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district/pilibhit,India,,domestic,true,true,"Terai forest reserve known for tigers, grasslands and wetlands.",,,,300,,,tiger_reserve|wildlife,,,,,,,https://www.uptourism.gov.in/
Chuka Beach,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district/pilibhit/chuka-beach,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district/pilibhit,India,,domestic,true,true,Reservoir-edge eco-tourism area inside the forest landscape.,,,,180,,,lake|ecotourism,,,,,,,https://www.uptourism.gov.in/
Gomat Taal,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district/pilibhit/gomat-taal,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district/pilibhit,India,,domestic,true,true,Traditional source area associated with the Gomti River.,,,,90,,,lake|religious,,,,,,,https://www.uptourism.gov.in/
Lakhimpur,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/lakhimpur,city,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district,India,,domestic,true,true,Terai district centre and gateway to Dudhwa.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Dudhwa,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/dudhwa,city,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district,India,,domestic,true,true,Terai national park and tiger reserve landscape.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Dudhwa National Park,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/dudhwa/dudhwa-national-park,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/dudhwa,India,,domestic,true,true,Terai grassland and forest national park.,,,,300,,,national_park|wildlife,,,,,,,https://www.uptourism.gov.in/
Kishanpur Wildlife Sanctuary,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/dudhwa/kishanpur-wildlife-sanctuary,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/dudhwa,India,,domestic,true,true,Wetland and forest sanctuary within Dudhwa Tiger Reserve.,,,,240,,,wildlife|wetland,,,,,,,https://www.uptourism.gov.in/
Katarniaghat Wildlife Sanctuary,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/dudhwa/katarniaghat-wildlife-sanctuary,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/dudhwa,India,,domestic,true,true,Riverine forest sanctuary known for gharials and dolphins.,,,,300,,,wildlife|river,,,,,,,https://www.uptourism.gov.in/
Frog Temple Oel,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/dudhwa/frog-temple-oel,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/dudhwa,India,,domestic,true,true,Distinctive historic temple near Lakhimpur.,,,,60,,,temple|architecture,,,,,,,https://www.uptourism.gov.in/
Bahraich,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district/bahraich,city,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district,India,,domestic,true,true,Terai city known for Sufi pilgrimage and wildlife gateways.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Dargah Ghazi Miyan,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district/bahraich/dargah-ghazi-miyan,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district/bahraich,India,,domestic,true,true,Major Sufi shrine and fair destination.,,,,90,,,dargah|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Nanpara,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district/nanpara,city,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district,India,,domestic,true,true,Terai town and gateway to Katarniaghat.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Katarniaghat Wildlife Sanctuary Gateway,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district/nanpara/katarniaghat-wildlife-sanctuary-gateway,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district/nanpara,India,,domestic,true,true,Access town for riverine forest safaris.,,,,60,,,wildlife|trailhead,,,,,,,https://www.uptourism.gov.in/
Balrampur,india/north-india/uttar-pradesh/rohilkhand-and-terai/balrampur-district/balrampur,city,india/north-india/uttar-pradesh/rohilkhand-and-terai/balrampur-district,India,,domestic,true,true,Terai town and gateway to Shravasti and Devi Patan.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Tulsipur,india/north-india/uttar-pradesh/rohilkhand-and-terai/balrampur-district/tulsipur,city,india/north-india/uttar-pradesh/rohilkhand-and-terai/balrampur-district,India,,domestic,true,true,Pilgrimage town near the Nepal border.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Devi Patan Temple,india/north-india/uttar-pradesh/rohilkhand-and-terai/balrampur-district/tulsipur/devi-patan-temple,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/balrampur-district/tulsipur,India,,domestic,true,true,Major Shakti Peetha and pilgrimage site.,,,,90,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Shahjahanpur,india/north-india/uttar-pradesh/rohilkhand-and-terai/shahjahanpur-district/shahjahanpur,city,india/north-india/uttar-pradesh/rohilkhand-and-terai/shahjahanpur-district,India,,domestic,true,true,Rohilkhand city associated with freedom movement heritage.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Shaheed Udyan Shahjahanpur,india/north-india/uttar-pradesh/rohilkhand-and-terai/shahjahanpur-district/shahjahanpur/shaheed-udyan-shahjahanpur,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/shahjahanpur-district/shahjahanpur,India,,domestic,true,true,Memorial park dedicated to freedom fighters.,,,,75,,,memorial|park,,,,,,,https://www.uptourism.gov.in/
Hanumat Dham,india/north-india/uttar-pradesh/rohilkhand-and-terai/shahjahanpur-district/shahjahanpur/hanumat-dham,landmark,india/north-india/uttar-pradesh/rohilkhand-and-terai/shahjahanpur-district/shahjahanpur,India,,domestic,true,true,Large Hanuman temple and riverfront complex.,,,,90,,,temple|river,,,,,,,https://www.uptourism.gov.in/
Kanpur,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,city,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district,India,,domestic,true,true,"Major industrial city on the Ganga with colonial, freedom-movement and riverfront heritage.",26.4499,80.3319,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Kanpur Memorial Church,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/kanpur-memorial-church,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Historic Gothic church linked with 1857.,,,,60,,,church|history,,,,,,,https://www.uptourism.gov.in/
Allen Forest Zoo,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/allen-forest-zoo,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Large zoological park in a natural forest setting.,,,,240,,,zoo|family,,,,,,,https://www.uptourism.gov.in/
JK Temple,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/jk-temple,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Modern temple with distinctive architecture.,,,,75,,,temple|architecture,,,,,,,https://www.uptourism.gov.in/
Moti Jheel,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/moti-jheel,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Urban lake and recreation area.,,,,90,,,lake|park,,,,,,,https://www.uptourism.gov.in/
Kanpur Sangrahalaya,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/kanpur-sangrahalaya,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,City museum in the former King Edward Memorial Hall.,,,,90,,,museum|history,,,,,,,https://www.uptourism.gov.in/
Massacre Ghat,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/massacre-ghat,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Ganga ghat associated with 1857 history.,,,,60,,,ghat|history,,,,,,,https://www.uptourism.gov.in/
Bithoor Ghats,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/bithoor-ghats,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Historic pilgrimage riverfront north of Kanpur.,,,,120,,,ghat|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Blue World Theme Park,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/blue-world-theme-park,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Large amusement and water park.,,,,240,,,amusement|family,,,,,,,https://www.uptourism.gov.in/
Green Park Stadium,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/green-park-stadium,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Historic cricket stadium.,,,,60,,,sports|stadium,,,,,,,https://www.uptourism.gov.in/
Bithoor,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor,city,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district,India,,domestic,true,true,Ganga pilgrimage and 1857 heritage town.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Brahmavart Ghat,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor/brahmavart-ghat,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor,India,,domestic,true,true,Sacred Ganga ghat.,,,,90,,,ghat|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Valmiki Ashram Bithoor,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor/valmiki-ashram-bithoor,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor,India,,domestic,true,true,Pilgrimage site associated with the Ramayana.,,,,90,,,religious|mythology,,,,,,,https://www.uptourism.gov.in/
Dhruva Teela,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor/dhruva-teela,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor,India,,domestic,true,true,Sacred mound overlooking the Ganga.,,,,90,,,religious|viewpoint,,,,,,,https://www.uptourism.gov.in/
Nana Rao Park Bithoor,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor/nana-rao-park-bithoor,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor,India,,domestic,true,true,Memorial and heritage landscape.,,,,90,,,park|history,,,,,,,https://www.uptourism.gov.in/
Etawah,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district/etawah,city,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district,India,,domestic,true,true,Yamuna-Chambal city known for safari park and ravine landscapes.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Etawah Safari Park,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district/etawah/etawah-safari-park,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district/etawah,India,,domestic,true,true,Large safari and wildlife park.,,,,240,,,wildlife|family,,,,,,,https://www.uptourism.gov.in/
National Chambal Sanctuary,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district/etawah/national-chambal-sanctuary,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district/etawah,India,,domestic,true,true,"River sanctuary known for gharials, dolphins and birds.",,,,240,,,wildlife|river,,,,,,,https://www.uptourism.gov.in/
Sumer Singh Fort,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district/etawah/sumer-singh-fort,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district/etawah,India,,domestic,true,true,Historic fort overlooking the Yamuna.,,,,75,,,fort|river,,,,,,,https://www.uptourism.gov.in/
Kannauj,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district/kannauj,city,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district,India,,domestic,true,true,Ancient city famous for traditional attar perfumery.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Kannauj Perfume District,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district/kannauj/kannauj-perfume-district,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district/kannauj,India,,domestic,true,true,Traditional attar distilleries and shops.,,,,150,,,craft|perfume,,,,,,,https://www.uptourism.gov.in/
Government Archaeological Museum Kannauj,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district/kannauj/government-archaeological-museum-kannauj,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district/kannauj,India,,domestic,true,true,Museum of regional antiquities.,,,,90,,,museum|archaeology,,,,,,,https://www.uptourism.gov.in/
Gauri Shankar Temple Kannauj,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district/kannauj/gauri-shankar-temple-kannauj,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district/kannauj,India,,domestic,true,true,Historic Shiva temple.,,,,60,,,temple|heritage,,,,,,,https://www.uptourism.gov.in/
Aligarh,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh,city,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district,India,,domestic,true,true,"University and industrial city known for locks, museums and academic heritage.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Aligarh Muslim University,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh/aligarh-muslim-university,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh,India,,domestic,true,true,Historic university campus.,,,,120,,,education|heritage,,,,,,,https://www.uptourism.gov.in/
Maulana Azad Library,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh/maulana-azad-library,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh,India,,domestic,true,true,Major university library.,,,,75,,,library|architecture,,,,,,,https://www.uptourism.gov.in/
Aligarh Fort,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh/aligarh-fort,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh,India,,domestic,true,true,Historic hill fort within university grounds.,,,,75,,,fort|heritage,,,,,,,https://www.uptourism.gov.in/
Sir Syed Academy Museum,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh/sir-syed-academy-museum,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh,India,,domestic,true,true,Museum dedicated to Sir Syed Ahmad Khan.,,,,90,,,museum|history,,,,,,,https://www.uptourism.gov.in/
Aligarh Lock Market,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh/aligarh-lock-market,landmark,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh,India,,domestic,true,true,Traditional lock-manufacturing and hardware district.,,,,120,,,industrial_heritage|shopping,,,,,,,https://www.uptourism.gov.in/
Chaudhary Charan Singh International Airport,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/lucknow-district/lucknow/chaudhary-charan-singh-international-airport,airport,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/lucknow-district/lucknow,India,,domestic,true,true,Operational airport serving Lucknow and the surrounding region.,,,,,,,,,LKO,VILK,,Chaudhary Charan Singh International Airport,,https://www.aai.aero/en/northern-region-airports
Lal Bahadur Shastri International Airport,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/lal-bahadur-shastri-international-airport,airport,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Operational airport serving Varanasi and the surrounding region.,,,,,,,,,VNS,VEBN,,Lal Bahadur Shastri International Airport,,https://www.aai.aero/en/northern-region-airports
Prayagraj Airport,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/prayagraj-airport,airport,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Operational airport serving Prayagraj and the surrounding region.,,,,,,,,,IXD,VEAB,,Prayagraj Airport,,https://www.aai.aero/en/northern-region-airports
Kanpur Airport,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/kanpur-airport,airport,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Operational airport serving Kanpur and the surrounding region.,,,,,,,,,KNU,VECX,,Kanpur Airport,,https://www.aai.aero/en/northern-region-airports
Gorakhpur Airport,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur/gorakhpur-airport,airport,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur,India,,domestic,true,true,Operational airport serving Gorakhpur and the surrounding region.,,,,,,,,,GOP,VEGK,,Gorakhpur Airport,,https://www.aai.aero/en/northern-region-airports
Kushinagar International Airport,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar/kushinagar-international-airport,airport,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar,India,,domestic,true,true,Operational airport serving Kushinagar and the surrounding region.,,,,,,,,,KBK,VEKI,,Kushinagar International Airport,,https://www.aai.aero/en/northern-region-airports
Agra Airport,india/north-india/uttar-pradesh/braj-and-agra-region/agra-district/agra/agra-airport,airport,india/north-india/uttar-pradesh/braj-and-agra-region/agra-district/agra,India,,domestic,true,true,Operational airport serving Agra and the surrounding region.,,,,,,,,,AGR,VIAG,,Agra Airport,,https://www.aai.aero/en/northern-region-airports
Bareilly Airport,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly/bareilly-airport,airport,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly,India,,domestic,true,true,Operational airport serving Bareilly and the surrounding region.,,,,,,,,,BEK,VIBY,,Bareilly Airport,,https://www.aai.aero/en/northern-region-airports
Hindon Airport,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad/hindon-airport,airport,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad,India,,domestic,true,true,Operational airport serving Ghaziabad and the surrounding region.,,,,,,,,,HDO,VIDX,,Hindon Airport,,https://www.aai.aero/en/northern-region-airports
Maharishi Valmiki International Airport Ayodhyadham,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/ayodhya-district/ayodhya/maharishi-valmiki-international-airport-ayodhyadham,airport,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/ayodhya-district/ayodhya,India,,domestic,true,true,International airport serving Ayodhya and the Ram pilgrimage circuit.,,,,,,,,,AYJ,VEAY,,Maharishi Valmiki International Airport Ayodhyadham,Ayodhya Airport,https://www.aai.aero/en/northern-region-airports
Lalitpur,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/lalitpur,city,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district,India,,domestic,true,true,Bundelkhand railway and heritage gateway.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Lucknow Charbagh Railway Station,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/lucknow-district/lucknow/lucknow-charbagh-railway-station,railway_station,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/lucknow-district/lucknow,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,LKO,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Lucknow Junction Railway Station,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/lucknow-district/lucknow/lucknow-junction-railway-station,railway_station,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/lucknow-district/lucknow,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,LJN,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Ayodhya Dham Junction Railway Station,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/ayodhya-district/ayodhya/ayodhya-dham-junction-railway-station,railway_station,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/ayodhya-district/ayodhya,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,AY,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Ayodhya Cantt Railway Station,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/ayodhya-district/faizabad/ayodhya-cantt-railway-station,railway_station,india/north-india/uttar-pradesh/awadh-and-central-uttar-pradesh/ayodhya-district/faizabad,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,AYC,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Agra Cantt Railway Station,india/north-india/uttar-pradesh/braj-and-agra-region/agra-district/agra/agra-cantt-railway-station,railway_station,india/north-india/uttar-pradesh/braj-and-agra-region/agra-district/agra,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,AGC,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Agra Fort Railway Station,india/north-india/uttar-pradesh/braj-and-agra-region/agra-district/agra/agra-fort-railway-station,railway_station,india/north-india/uttar-pradesh/braj-and-agra-region/agra-district/agra,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,AF,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Fatehpur Sikri Railway Station,india/north-india/uttar-pradesh/braj-and-agra-region/agra-district/fatehpur-sikri/fatehpur-sikri-railway-station,railway_station,india/north-india/uttar-pradesh/braj-and-agra-region/agra-district/fatehpur-sikri,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,FTS,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Mathura Junction Railway Station,india/north-india/uttar-pradesh/braj-and-agra-region/mathura-district/mathura/mathura-junction-railway-station,railway_station,india/north-india/uttar-pradesh/braj-and-agra-region/mathura-district/mathura,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,MTJ,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
